Tiêu đề,Hãng,Dòng xe,Năm sản xuất,Số Km đã đi,Tình trạng,Hộp số,Nhiên liệu,Xuất xứ,Giá,Kiểu Dáng,Số Chỗ,Dung tich
"Fortuner 2.4 Máy Dầu, Số sàn, Đời 2022. Có trả góp",Toyota,fortuner,2022,32142.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,920.000.000 đ,SUV,7 ,2.4
Cần bán lacecti 2008,Chevrolet,lacetti,2008,97976.0,Đã sử dụng,Số sàn,Xăng,,90.000.000 đ,Sedan,5 ,1.6
"Ford Ranger 2017 XLS, 1 Cầu, Hỗ Trợ Vay Ngân Hàng",Ford,ranger,2017,99000.0,Đã sử dụng,Tự động,Dầu,,495.000.000 đ,Bán tải / Pickup,5 ,2.0
"Hyundai Tucson 1.6AT Turbo,sx 2018,BSTP,màu trắng",Hyundai,tucson,2018,90000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,676.000.000 đ,Crossover,5 ,2.0
Bé Trang bán Suzuki XL 7 2020 bao zin,Suzuki,xl7,2020,30000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,460.000.000 đ,SUV,7 ,1.5
Bán Vios G 2020 đẹp xuất sắc không kinh doanh,Toyota,vios,2020,60999.0,Đã sử dụng,5,Xăng,Việt Nam,450.000.000 đ,Sedan,5 ,1.5
"Kia Morning 2022, ĐK T7/2023, Xe Lướt, Hỗ Trợ NH",Kia,morning,2022,8200.0,Đã sử dụng,Tự động,Xăng,,355.000.000 đ,Hatchback,5 ,1.2
Ford ecosport 1.5 titatium 2020 lướt 30000km,Ford,ecosport,2020,30000.0,Đã sử dụng,Tự động,Xăng,,469.000.000 đ,SUV,5 ,1.5
Matiz đẹp .. đã đại tu .. tập lái che mưa ngon .,Daewoo,matiz,2001,100000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,35.000.000 đ,Hatchback,5 ,0.8
mercedes c class C250 sx 2017 giá chỉ hơn 700tr,Mercedes Benz,cclass,2017,88000.0,Đã sử dụng,Tự động,Xăng,Đức,755.000.000 đ,Sedan,5 ,3.0
Nissan NAVARA Premium R 4x2 AT 2019,Nissan,navara,2019,64000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,485.000.000 đ,Bán tải / Pickup,5 ,2.5
Bán Ranger XLS AT 2020 nhập Thái,Ford,ranger,2020,52000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,565.000.000 đ,Bán tải / Pickup,5 ,2.0
Accent Đặc biệt - Khuyến mãi 100% trước bạ,Hyundai,accent,2023,,Mới,Tự động,Xăng,Hàn Quốc,542.100.000 đ,Sedan,5 ,1.4
xe chính chủ gia đình đi.không ngập nước***,Toyota,veloz,2022,13000.0,Đã sử dụng,Tự động,Xăng,,610.000.000 đ,SUV / Cross over,,0
Bán Xe Ben Hyundai mighty 2018 màu xanh,Hyundai,mighty,2018,142323.0,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,425.000.000 đ,,,0
Chevrolet Aveo tự động 2018 Đen,Chevrolet,aveo,2018,33000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,269.000.000 đ,Sedan,5 ,1.5
Xe như moi,Chevrolet,spark,2018,51000.0,Đã sử dụng,Số sàn,Xăng,,218.000.000 đ,Hatchback,5 ,0.8
KIA K3 2022 MÀU ĐỎ XE CÁ NHÂN,Kia,k3,2022,20000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,573.000.000 đ,Sedan,5 ,1.6
Xe 7 chỗ giá rẻ,Mitsubishi,grandis,2005,165000.0,Đã sử dụng,Tự động,Xăng,,218.000.000 đ,Crossover,7 ,2.4
Huyndai Starex 2011,Hyundai,grandstarex,2011,150000.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,394.000.000 đ,Van/Minivan,6 ,2.5
for everer 2.0 1 cầu. titaium 2021,Ford,everest,2021,530000.0,Đã sử dụng,Tự động,Dầu,,920.000.000 đ,SUV,7 ,2.5
Toyota Innova 2.0G 2014. Số tự động. Biển Sài Gòn,Toyota,innova,2014,127078.0,Đã sử dụng,Tự động,Xăng,Việt Nam,420.000.000 đ,Crossover,8 ,2.0
BÁN KIA SEDONA 3.3 GATH XĂNG - FORM 2019,Kia,sedona,2018,68000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,760.000.000 đ,Van/Minivan,7 ,2.2
Camry 1992,Toyota,camry,1992,9998.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,90.000.000 đ,Sedan,5 ,2.5
"Huyndai - Grand i10, xe nhập Xám 2016, đi 92.000km",Hyundai,grandi10,2016,92000.0,Đã sử dụng,Số sàn,Xăng,Ấn Độ,198.000.000 đ,Sedan,5 ,1.2
xe đẹp giá rê,Ford,ranger,2010,200000.0,Đã sử dụng,Số sàn,Dầu,Mỹ,220.000.000 đ,Bán tải / Pickup,5 ,2.0
chính chủ xe gia đình cần bán mazda6 2.5 Full pre,Mazda,6,2016,730000.0,Đã sử dụng,Tự động,Xăng,,460.000.000 đ,Sedan,5 ,2.0
EVEREST Bi 2.0L 4x4  SIÊU LƯỚT,Ford,everest,2020,24000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,989.000.000 đ,SUV,7 ,2.5
Bán xe nhập khẩu,Hyundai,getz,2009,46.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,115.000.000 đ,Hatchback,5 ,1.4
Bán xe spask 5 chỗ gia đình su dung,Chevrolet,spark,2013,19999.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,115.000.000 đ,Hatchback,5 ,0.8
"Xe bảo dưỡng hãng định kì, ko đam đụng ngập nước,l",Kia,soluto,2022,16000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,390.000.000 đ,Sedan,5 ,1.4
Bán Toyota Camry Nâu 2.0 cuối 2017 40000km,Toyota,camry,2017,40000.0,Đã sử dụng,Tự động,Xăng,,650.000.000 đ,Sedan,5 ,2.5
Toyota Innova 2.0E 2020 biển SG đi 7.000 km,Toyota,innova,2020,7000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,640.000.000 đ,Crossover,8 ,2.0
gia đình xe atis sản xuất 2005,Toyota,corollaaltis,2005,5.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,175.000.000 đ,Sedan,5 ,1.8
FORD RANGER WILDTRAK NHẬP THÁI 2009,Ford,ranger,2009,180000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,225.000.000 đ,Bán tải / Pickup,5 ,2.0
VF8 zin 2022,Vinfast,vf8,2022,40000.0,Đã sử dụng,Tự động,Điện,Việt Nam,696.000.000 đ,,,0
Mua bán lien hệ,Daewoo,espero,1995,41235.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,40.000.000 đ,,,0
Cần bán gấp,Daewoo,matiz,2003,999999.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,46.000.000 đ,Hatchback,5 ,0.8
Để lại xc60 2023,Volvo,xc60,2023,5000.0,Đã sử dụng,Tự động,Xăng,Nước khác,2.190.000.000 đ,SUV,5 ,2.0
spark số tự động,Chevrolet,spark,2014,70000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,99.000.000 đ,Hatchback,5 ,0.8
Lexus IS350 sản xuất 2007,Lexus,is,2007,96000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,680.000.000 đ,Convertible/Cabriolet,4 ,2.5
AUDI Q7 2.0 2016 ĐẸP XUẤT SẮC NHƯNG GIÁ MỀM,Audi,q7,2016,78000.0,Đã sử dụng,Tự động,Xăng,Đức,1.220.000.000 đ,SUV,7 ,3.6
Mercedes C300 AMG Model 2020 siêu đẹp,Mercedes Benz,cclass,2019,30000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.239.000.000 đ,Sedan,5 ,3.0
ƯU ĐÃI - FORD ECOSPORT TITANIUM,Ford,ecosport,2021,35000.0,Đã sử dụng,Tự động,Xăng,,479.000.000 đ,SUV,5 ,1.5
XE CÁ NHÂN🚘MER CLA 200 MÀU TRẰNG - SỐ TỰ ĐỘNG,Mercedes Benz,claclass,2015,79000.0,Đã sử dụng,Tự động,Xăng,Nước khác,580.000.000 đ,,,0
nghỉ hưu xe gia đình không kinh doanh bảo quản tốt,Toyota,fortuner,2012,65000.0,Đã sử dụng,Tự động,Xăng,,435.000.000 đ,SUV,7 ,2.4
Ranger 2021,Ford,ranger,2021,21686.0,Đã sử dụng,Tự động,Dầu,Thái Lan,568.000.000 đ,Bán tải / Pickup,5 ,2.0
Toyota Vios G 2016 - Số tự động,Toyota,vios,2016,15000.0,Đã sử dụng,Tự động,Xăng,,355.000.000 đ,Sedan,5 ,1.5
xe Hyundai Tucson 1.6 turbo,Hyundai,tucson,2018,70000.0,Đã sử dụng,Tự động,Xăng,,660.000.000 đ,Crossover,5 ,2.0
Bán Ford 5chô Ecosport Titanium 2017 Bao chất,Ford,ecosport,2017,61000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,368.000.000 đ,SUV,5 ,1.5
hyundai sonata 2010,Hyundai,sonata,2010,80000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,299.000.000 đ,Sedan,5 ,2.0
Lux SA 2.0 Base 2022 siêu đẹp Check hãng toàn quốc,Vinfast,1083,2022,22000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,779.000.000 đ,,,0
"Lux A  Base 2021 Biển Thành Phố bao rút , giá tốt.",Vinfast,luxa2.0,2021,23000.0,Đã sử dụng,Tự động,Xăng,,580.000.000 đ,Sedan,,0
Toyota Vios 2019 số tự động đăng kiểm đến 5/2025,Toyota,vios,2019,90000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,427.000.000 đ,Sedan,5 ,1.5
Bán Ranger 2016 Tự động 1 chủ từ đầu bao test,Ford,ranger,2016,109000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,439.000.000 đ,Bán tải / Pickup,5 ,2.0
"Ford Everest Titanium 4x4 2020, hỗ trợ vay 70%",Ford,everest,2020,45000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.000.000.000 đ,SUV,7 ,2.5
TERRITORY 2023 - SUV 5 CHỖ TRẢ TRƯỚC VỚI 165 TRIỆU,Ford,territory,2023,,Mới,Tự động,Xăng,Nước khác,822.000.000 đ,SUV,5 ,1.5
hyundai i10 máy 1.0l đời 2017,Hyundai,grandi10,2017,50000.0,Đã sử dụng,Số sàn,Xăng,Ấn Độ,225.000.000 đ,Sedan,5 ,1.2
Mercedes E200 2017 Nâu,Mercedes Benz,eclass,2017,53000.0,Đã sử dụng,Tự động,Xăng,,979.000.000 đ,Sedan,5 ,2.0
"Bán 𝐌𝐞𝐫𝐜𝐞𝐝𝐞𝐬 𝐒𝟒𝟓𝟎 𝐦𝐨𝐝𝐞𝐥 𝟐𝟎𝟐𝟐 ""All New” odo 2vmiles",Mercedes Benz,sclass,2021,2000.0,Đã sử dụng,Tự động,Xăng,Đức,4.180.000.000 đ,,,0
Kia Carnival Signature 2023 Lướt Hơn 1k Như Mới,Kia,carnival,2023,5000.0,Đã sử dụng,Tự động,Dầu,Hàn Quốc,1.428.000.000 đ,Van/Minivan,8 ,2.2
cần bán xe nhà sử dụng,Volkswagen,tiguan,2012,100000.0,Đã sử dụng,Tự động,Xăng,Đức,420.000.000 đ,SUV,7 ,2.0
C300 Coupe,Mercedes Benz,cclass,2017,89000.0,Đã sử dụng,Tự động,Xăng,Đức,1.450.000.000 đ,Sedan,5 ,3.0
BÁN XE HONDA CITY tại  THỦ DẦU MỘT - BD,Honda,city,2018,57000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,395.000.000 đ,Sedan,5 ,1.5
Innova Venturer 2019 xe đẹp,Toyota,innova,2019,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,660.000.000 đ,Crossover,8 ,2.0
💥NEW CX5 SPORT TRẮNG ĐEN XE GIAO NGAY💥,Mazda,5,2023,,Mới,Tự động,Xăng,Việt Nam,849.000.000 đ,SUV / Cross over,,0
Rang Rover Sport hse,LandRover,rangeroversport,2014,70000.0,Đã sử dụng,Tự động,Xăng,Nước khác,1.868.000.000 đ,,,0
Xe Chính Chủ Bao Check,Hyundai,tucson,2022,30656.0,Đã sử dụng,Tự động,Xăng,Việt Nam,745.000.000 đ,Crossover,5 ,2.0
Cho thuê xe tư lai theo thang,Kia,morning,2018,20710.0,Đã sử dụng,Số sàn,Xăng,,8.500.000 đ,Hatchback,5 ,1.2
Toyota Vios E MT 2023 cực lướt 9000 km gốc tỉnh,Toyota,vios,2023,9000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,435.000.000 đ,Sedan,5 ,1.5
New Kia Morning,Kia,morning,2023,,Mới,Tự động,Xăng,Việt Nam,424.000.000 đ,Hatchback,5 ,1.2
Cần tiền gấp bán BMW 745LI,BMW,7series,2007,123456.0,Đã sử dụng,Tự động,Xăng,Đức,290.000.000 đ,Sedan,5 ,4.4
BIỂN SG - TOYOTA RUSH 2019,Toyota,rush,2019,36000.0,Đã sử dụng,Tự động,Xăng,Nước khác,499.000.000 đ,SUV,7 ,1.5
KIA CARNIVAL GIẢM 50% XE GIAO NGAY,Kia,carnival,2023,,Mới,Tự động,Dầu,Việt Nam,1.429.000.000 đ,Van/Minivan,8 ,2.2
MỚI ĐI 13.000km Bán XPANDER AT 2020,Mitsubishi,xpander,2020,13000.0,Đã sử dụng,Tự động,Xăng,Nước khác,519.000.000 đ,SUV,7 ,1.5
kia k5 pre sx 2022 odo zin 1.1 v km HN 1chủ,Kia,k5,2022,11000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,795.000.000 đ,Sedan,5 ,2.0
Toyota Innova Sàn 2021 màu đồng xe cũ chính hãng,Toyota,innova,2021,33200.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,668.000.000 đ,Crossover,8 ,2.0
Toyota Corolla Altis 1.8G giá còn giảm hỗ trợ vay,Toyota,corollaaltis,2018,120000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,505.000.000 đ,Sedan,5 ,1.8
Ranger Raptor 2022,Ford,ranger,2022,28000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.040.000.000 đ,Bán tải / Pickup,5 ,2.0
ISUZU QKR230 Sản Xuất lăn bánh cuối 2022,Isuzu,qkr,2022,8000.0,Đã sử dụng,Số sàn,Dầu,,435.000.000 đ,Truck,3 ,3.0
Musso Ssangyong 2004 màu xám cần bán,Ssangyong,musso,2004,100000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,95.000.000 đ,,,0
accent 2018 1.4 số sàn bản đủ,Hyundai,accent,2018,76000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,325.000.000 đ,Sedan,5 ,1.4
PEUGEOT 2008 GT-Line sơn zin 100%,Peugeot,2008,2021,37000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,680.000.000 đ,Crossover,5 ,1.2
Kia Sedona 2.2D ATH 2018 - Chạy 90.000km,Kia,sedona,2018,90000.0,Đã sử dụng,Tự động,Dầu,Đang cập nhật,775.000.000 đ,Van/Minivan,7 ,2.2
Khách cần bán Teritory X chạy lướt,Ford,territory,2023,10000.0,Đã sử dụng,Tự động,Xăng,Mỹ,835.000.000 đ,SUV,5 ,1.5
Kia Sorento 2.4 GAT Premium 2019,Kia,sorento,2019,71000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,675.000.000 đ,SUV,6 ,2.2
🛑NEW MAZDA CX8 GIẢM 200TR + FULL PHỤ KIỆN🛑,Mazda,cx8,2023,,Mới,Tự động,Xăng,Việt Nam,1.020.000.000 đ,SUV,7 ,2.5
Ford Escape 2.3AT Sx2012,Ford,escape,2012,93000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,295.000.000 đ,SUV,5 ,2.3
"TOYOTA FORTUNER SX2013, 2 CẦU, MÁY 2.7V XĂNG",Toyota,fortuner,2013,92945.0,Đã sử dụng,Tự động,Xăng,Việt Nam,400.000.000 đ,SUV,7 ,2.4
Toyota Vios 1.5 G 2021 trắng tinh không vết xướt,Toyota,vios,2021,30000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,470.000.000 đ,Sedan,5 ,1.5
ATTRAGE PREMIUM. Demo cty,Mitsubishi,attrage,2022,28.0,Đã sử dụng,Tự động,Xăng,Thái Lan,415.000.000 đ,Sedan,5 ,1.2
ALTIS 1.8G 2017 MÀU ĐEN XE CHUẨN ZIN,Toyota,corollaaltis,2017,69490.0,Đã sử dụng,Tự động,Xăng,Việt Nam,525.000.000 đ,Sedan,5 ,1.8
bán Mercedes Benz C Class C180 2020,Mercedes Benz,cclass,2020,24000.0,Đã sử dụng,Tự động,Xăng,,999.000.000 đ,Sedan,5 ,3.0
"Mercedes S450 Ruby 2023, siêu lướt 500 km hãng",Mercedes Benz,sclass,2022,500.0,Đã sử dụng,Tự động,Xăng,Thái Lan,4.995.000.000 đ,,,0
"MERCEDES GT53 AMG 2022, chỉ 800 Km - siêu lướt",Mercedes Benz,maybach,2022,800.0,Đã sử dụng,Tự động,Xăng,Đức,6.179.000.000 đ,Sedan,5 ,3.0
🚘MAZDA CX30 GIẢM ĐẾN 95TR 🚘,Mazda,cx30,2023,,Mới,Tự động,Xăng,Thái Lan,660.000.000 đ,Crossover,5 ,1.5
Fortuner 2020 siêu cọp,Toyota,fortuner,2020,65000.0,Đã sử dụng,Số sàn,Dầu,,815.000.000 đ,SUV,7 ,2.4
cần bán lại huyndai HD 800.ngây chủ bán.bs tphcm,Hyundai,mighty,2017,128000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,610.000.000 đ,,,0
Toyota Avanza 2022 7C tự động,Toyota,avanza,2022,32000.0,Đã sử dụng,Tự động,Xăng,Nước khác,550.000.000 đ,Crossover,7 ,1.3
Kia Rondo 2.0 GAT Deluxe 2022,Kia,rondo,2022,16000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,550.000.000 đ,SUV,7 ,2.0
"TOYOTA YARIS 2016, 1 CHỦ SD BSTP, BAO TEST",Toyota,yaris,2016,48000.0,Đã sử dụng,Tự động,Xăng,,386.000.000 đ,Hatchback,5 ,1.3
INNOVA 2.0E SỐ SÀN 2020 SIÊU CỌP,Toyota,innova,2020,37000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,617.000.000 đ,Crossover,8 ,2.0
Đổi xe,Mitsubishi,attrage,2017,155000.0,Đã sử dụng,Số sàn,Xăng,Thái Lan,228.000.000 đ,Sedan,5 ,1.2
Bán xe đời 208,Daewoo,matiz,2008,10000.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,39.000.000 đ,Hatchback,5 ,0.8
New Mazda CX5 2023,Mazda,cx5,2023,,Mới,Tự động,Xăng,Nhật Bản,749.000.000 đ,SUV,5 ,2.0
Seltos 1.4 Luxury 2021 Model 2022,Kia,seltos,2021,30000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,595.000.000 đ,Crossover,5 ,1.4
Xpander 7 chỗ giá hấp dẫn Đà Nẵng,Mitsubishi,xpander,2023,,Mới,Tự động,Xăng,Nước khác,168.000.000 đ,SUV,7 ,1.5
Mazda 6 2.5 Premium 2018 - Mr. Phát,Mazda,6,2018,9000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,575.000.000 đ,Sedan,5 ,2.0
Bán xe Hyundai Elantra 2.0 AT 2021 giá tốt,Hyundai,elantra,2021,13000.0,Đã sử dụng,Tự động,Xăng,,529.000.000 đ,Sedan,5 ,1.6
Hyundai Kona 2020 bản đặc biệt Đỏ,Hyundai,kona,2020,45000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,535.000.000 đ,Crossover,5 ,1.6
Kia Cerato luxury 1.6AT xe GĐ ít sử dụng,Kia,cerato,2019,30000.0,Đã sử dụng,Tự động,Xăng,,485.000.000 đ,Sedan,5 ,1.6
Em cần bán để trả nợ .,Kia,morning,2015,175000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,148.500.000 đ,Hatchback,5 ,1.2
Hyundai Creta 1.5 AT 2022 nhập Indonesia,Hyundai,creta,2022,44000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,589.000.000 đ,Crossover,5 ,1.5
Fortransit 9 chỗ máy dầu ko niên hạn,Ford,transit,2008,100000.0,Đã sử dụng,Số sàn,Dầu,Mỹ,420.000.000 đ,Van/Minivan,16 ,2.2
Kia 2022 cần bán,Kia,k3,2022,37000.0,Đã sử dụng,Tự động,Xăng,,4.000.000.000 đ,Sedan,5 ,1.6
Cần bán trả nợ,Chevrolet,spark,2011,125000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,138.000.000 đ,Hatchback,5 ,0.8
Gd lên 7 chỗ cần bán,Ford,fiesta,2011,102000.0,Đã sử dụng,Tự động,Xăng,,222.000.000 đ,Hatchback,5 ,1.0
GIÁ MỚI T.09 MAZDA CX-30 GIẢM CỰC TỐT| Giao ngay!,Mazda,cx30,2023,,Mới,Tự động,Xăng,Thái Lan,664.000.000 đ,Crossover,5 ,1.5
✅ 𝐀𝐕𝐀𝐍𝐙𝐀 𝟏.𝟓𝐌𝐓 𝟐𝟎𝟐𝟑 𝐓𝐑𝐀̉ 𝐆𝐎́𝐏 ✅ GIÁ SIÊU ƯU ĐÃI ✅,Toyota,avanza,2023,,Mới,Số sàn,Xăng,Việt Nam,523.000.000 đ,Crossover,7 ,1.3
LUX SA 2019 Trắng biển HN xe đi giữ gìn đã độ full,Vinfast,luxsa2.0,2019,56000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,660.000.000 đ,,,0
Xe như moi,Mazda,2,2021,49000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,405.000.000 đ,Sedan,5 ,1.5
Bán Mazda 3 Luxury 1.5AT 2022 - Đỏ,Mazda,3,2022,19000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,599.000.000 đ,Hatchback,5 ,1.5
Suzuki Vitara 1.6 2004 đỏ còn đẹp,Suzuki,vitara,2004,418703.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,150.000.000 đ,SUV,5 ,1.6
"CẦN BÁN XE LACETI CDX, 2009, MÀU ĐEN, XE CHÍNH CHỦ",Daewoo,lacetti,2009,10000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,170.000.000 đ,Sedan,5 ,1.6
"Transit Giá cực tốt,Ưu đãi tiền mặt,Tặng PK,Sẵn xe",Ford,transit,2023,,Mới,Số sàn,Dầu,Việt Nam,849.000.000 đ,Van/Minivan,16 ,2.2
Mazda 2 1.5L Sport Premium 2022 | 20.000 km | HOT,Mazda,2,2022,20000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,489.000.000 đ,Sedan,5 ,1.5
Ford Everest2007,Ford,everest,2007,1600.0,Đã sử dụng,Số sàn,Dầu,Mỹ,215.000.000 đ,SUV,7 ,2.5
Elantra Hyundai 1.6 AT 2022 mầu trắng- 585 triệu,Hyundai,elantra,2022,2000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,585.000.000 đ,Sedan,5 ,1.6
Porsche Macan 2.0 Model 2017,Porsche,macan,2016,33000.0,Đã sử dụng,Tự động,Xăng,Đức,1.890.000.000 đ,SUV,5 ,2.0
Vinfast Lux SA Plus 2021 - Trắng. 750tr,Vinfast,luxsa2.0,2021,19000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,750.000.000 đ,,,0
BÁN KIA MORNING 2015MT TÊN CÁ NHÂN MÀU BẠC,Kia,morning,2015,120.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,160.000.000 đ,Hatchback,5 ,1.2
FORD RANGER 2023 4X2 - TRẢ GÓP 85%,Ford,ranger,2023,,Mới,Tự động,Dầu,Việt Nam,188.000.000 đ,Bán tải / Pickup,5 ,2.0
Kia Morning đời 2016 số sàn xe gia đình đẹp,Kia,morning,2016,70000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,165.000.000 đ,Hatchback,5 ,1.2
Kia Morning,Kia,morning,2018,46000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,269.000.000 đ,Hatchback,5 ,1.2
✅ 𝐓𝐎𝐘𝐎𝐓𝐀 𝐖𝐈𝐆𝐎 𝟏.𝟐𝐀𝐓 𝟐𝟎𝟐𝟑🔥 Đ𝘂̉ 𝗠𝗮̀𝘂 𝗚𝗶𝗮𝗼 𝗡𝗴𝗮𝘆🔥,Toyota,wigo,2023,,Mới,Tự động,Xăng,Nước khác,405.000.000 đ,Hatchback,5 ,1.2
🎀 𝐂𝐑𝐎𝐒𝐒 𝟏.𝟖𝐆 𝟐𝟎𝟐𝟑 𝐍𝐇𝐀̣̂𝐏 𝐓𝐇𝐀́𝐈 🎀 TRẮNG NGỌC TRAI,Toyota,corollacross,2023,,Mới,Tự động,Xăng,Thái Lan,726.000.000 đ,SUV / Cross over,,0
Cần bán xe Camry 2009 2.4g phom mới,Toyota,camry,2009,165000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,320.000.000 đ,Sedan,5 ,2.5
Toyota Innova E sàn xe test hãng bao hs đậu NH vay,Toyota,innova,2018,119000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,500.000.000 đ,Crossover,8 ,2.0
"Toyota Yaris 1.3AT chính chủ từ đầu, SX Nhật Bản",Toyota,yaris,2009,76000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,310.000.000 đ,Hatchback,5 ,1.3
inova G,Toyota,innova,2008,150000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,168.000.000 đ,Crossover,8 ,2.0
CƠ HỘI MUA Ô TÔ CHỈ TỪ 𝟯𝟵𝟵 TR - CHỈ CÓ TRONG T.𝟭𝟬,MG,5,2023,,Mới,Số sàn,Xăng,Nước khác,399.000.000 đ,Sedan,5 ,1.5
civic 2007,Honda,civic,2007,1684.0,Đã sử dụng,Tự động,Xăng,Việt Nam,239.000.000 đ,Sedan,5 ,1.5
chính chủ bán inova 2012,Toyota,innova,2012,15.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,235.000.000 đ,Crossover,8 ,2.0
"audi A5 bản sport back , siêu cọp sx 2013",Audi,a5,2013,101000.0,Đã sử dụng,Tự động,Xăng,Đức,580.000.000 đ,Sedan,5 ,2.0
Toyota altis 2017 G tự độngbao test hãng vay NH đc,Toyota,corollaaltis,2017,77000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,508.000.000 đ,Sedan,5 ,1.8
"Cerato 1.6 luxury 2021, chạy ZIN 3.8v, siêu ĐẸP",Kia,cerato,2021,38000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,518.000.000 đ,Sedan,5 ,1.6
Xe tư nhân,Hyundai,grandi10,2019,50000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,295.000.000 đ,Sedan,5 ,1.2
SPORTAGE 2.0D CAO CẤP VIN 22 CHỈ 944TRIEU+GIẢM SÂU,Kia,sportage,2022,,Mới,Tự động,Xăng,Việt Nam,944.000.000 đ,Crossover,5 ,1.6
Mazda 3 1.5 Sport Luxury Hatchback đỏ ruby,Mazda,3,2020,49000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,570.000.000 đ,Hatchback,5 ,1.5
suzuki XL7 hổ trợ vay cao lo được hồ sơ nợ xấu,Suzuki,xl7,2023,,Mới,Tự động,Xăng,Nước khác,599.900.000 đ,SUV,7 ,1.5
Cần bán Xe chính chủ giá thương lượng,Kia,sorento,2020,35000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,919.000.000 đ,SUV,6 ,2.2
Ford Everest 2.6l - 2007 - Màu Bạc - Máy Xăng,Ford,everest,2007,138999.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,300.000.000 đ,SUV,7 ,2.5
